رقم الصفحة,العنوان,صحافة,Column,رقم الموضوع,رقم العدد,الصفحات,Column2,Column 9,Column 10
73,التحويلات الممتازة للديون,المجلة,,16,786,3,4,,
73,الشركات التجارية والمعامل الصناعية,المجلة,,17,790,2,3,,
73,بين الوظائف والاعمال الحرة,المجلة,,17,799,2,,,
73,العملة التجارية في الصين,المجلة,,17,810,2,,,
73,معرض الصنائع,المجلة,,17,816,2,3,,
73,شركة البواخر العثمانية,المجلة,,17,819,2,,,
73,دار المحصولات والمصنوعات,المجلة,,17,819,2,,,
73,نظام معرض المصنوعات,المجلة,,17,820,3,,,
73,احصاء للصادرات والوراردات,المجلة,,17,822,3,,,
73,الملابس وترقي الثورة الوطنية,المجلة,,17,828,3,4,,
73,تعرفة دار العينات,المجلة,,17,830,2,,,
73,اوريئتال تربست,المجلة,,17,837,2,,,
73,الافلاس الاحتيالي,المجلة,,13,840,2,,,
73,الافلاس ,المجلة,,17,842,2,,,
73,ادارة حصر التبغ,المجلة,,17,842,2,,,
73,الأفلاس,المجلة,,17,843,3,,,
73,ماء نهر الكلب توزع في بيروت,المجلة,,18,856,3,,,
73,واردات شركة الترامواي,المجلة,,18,867,2,,,
73,انحصار التبغ الاجنبي,المجلة,,...,..,2,..,,
74,تسهيل المواصلات وتقدم الزراعة ,المجلة,,18,868,3,,,
74,الحصار التبغ الأجنبي,المجلة,,18,868,3,,,
74,حصر التبغ الأجنبي,المجلة,,18,869,2,3,,
74,مكافأة حسن تربية دود الحرير,المجلة,,18,870,2,,,
74,حصر التبغ الأجنبي,المجلة,,18,870,3,,,
74,مسألة حصر التبغ,(ن.خ),,18,871,2,3,,
74,ابتياع القمح وطحنه,(ن.خ),,18,872,2,,,
74,البن اليمني,المجلة,,19,892,4,,,
74,الموارد الإقتصادية وخدم الدولة,المجلة,,19,892,3,4,,
74,الشركة الحميدية,المجلة,,19,893,2,,,
74,معرض شيكاغو,المجلة,,19,894,3,,,
74,المحصولات وازدياد السكان في العالم,المجلة,,19,894,3,4,,
74,تعرفة الجمرك الجديدة في فرنسا,المجلة,,19,895,4,,,
74,الحرير في طربزون ,المجلة,,19,895,2,,,
74,معرض شيكاغو,المجلة,,19,898,3,4,,
74,تناقص قيمة الفضة ,المجلة,,19,900,3,,,
74,الأحوال المائية في أوروبا,المجلة,,19,904,3,,,
74,معرض شيكاغو,المجلة,,19,906,3,,,
74,الرسوم الصينية,المجلة,,19,907,3,,,
74,ميزانية فرنسا,المجلة,,19,907,3,4,,
74,حصر التبغ مضر بالثروة العمومية,المجلة,,19,908,3,,,
74,مؤتمر النقود ,المجلة,,19,910,3,,,
74,نظرة على التجارة,المجلة,,19,912,2,,,
74,التجارة في روسيا,المجلة,,19,918,3,4,,
74,محصول الحرير,المجلة,,19,919,3,,,
74,ترفيد البضائع الشرقية,المجلة,,19,922,2,3,,
74,ثروة الولايات المتحدة ,المجلة,,19,924,3,,,
74,غرفة تجارة ايطالية,المجلة,,19,924,3,,,
74,اسعار الدخان,المجلة,,19,926,2,,,
74,اسعار التبغ,المجلة,,...,...,..,,,
75,تحسين الصناعة العثمانية ,المجلة,,19,930,2,,,
75,المعاهدات التجارية,المجلة,,20,941,3,4,,
75,إنارة المعرض الكولومبي بالكهرباء,المجلة,,20,948,3,,,
75,معرض الصناعة الإسلامية,المجلة,,20,951,2,3,,
75,محصول الحرير في فرنسا ,المجلة,,20,955,4,,,
75,حاصلات لبنان وصنائعه,الروضة,,21,1024,3,,,
75,الربا في جبلة,( م - م),,22,1039,3,,,
75,الربا في جبلة,(م - م),,22,1040,3,,,
75,الربا في جبلة,(م - م),,22,1041,2,3,,
75,الربا في جبلة,(م - م),,22,1043,3,,,
75,الربا في جبلة,(م - م),,22,1044,2,3,,
75,الربا في جبلة,(م - م),,22,1045,3,,,
75,شركة المال الشرقية,المجلة,,22,1071,3,,,
75,طريقة سريعة لنقل البريد,دي برتوي (غاستون),,22,1071,3,4,,
75,دخل مرفأ بيروت,المجلة,,22,1074,2,,,
75,السكة الحديدية: بيروت دمشق,المجلة,,26,1074,3,,,
75,الوسائل لرواج الصنائع,المجلة,,23,1099,2,,,
75,حصر التبغ في جبل لبنان,المجلة,,24,1144,3,,,
75,ماء نهر الكلب توزع في بيروت,المجلة,,24,1147,3,,,
75,نجاح الصناعة الوطنية,المجلة,,24,1149,1,,,
75,ادارة الريجي,المجلة,,24,1172,3,,,
75,علف البقرة الحلوب,المجلة,,25,1201,8,,,
75,القحط في روسيا,المجلة,,26,1235,7,,,
75,فوائد صناعية -زراعية,التنير(عبد الوهاب),,26,1237,7,,,
75,الزراعة والصناعة والتجارة,شباب (فؤاد),,26,1163,3,,,
75,اعفاء الصم والبكم من الضريبة,المجلة,,26,1268,4,,,
75,فوائد صناعية وزراعية,شهاب(فؤاد),,26,1270,7,,,
75,فوائد صناعية وزراعية,شهاب(فؤاد),,26,1272,6,,,
75,فوائد صناعية وزراعية,شهاب(فؤاد),,26,1241,7,,,
75,التجارة محور السياسة,فتح الله (عبد الباسط),,27,....,...,,,
76,اقتصاد,,,,,,,,
76,العثمانيون والتجارة,اجمل (محمد),,27,1284,3,4,,
76,آلة التجارة العلم,فتح الله (عبد الباسط),,27,1282,4,,,
76,الصين الاقتصادية,المجلة,,27,1311,6,7,,
76,الموارد الحيوية الثلاثة,جركس (ابراهيم),,27,1314,6,7,,
76,الصين الاقتصادية,ع-1,,27,1317,7,,,
76,المواصلات في الدولة العثمانية,الايوبي (رؤوف),,27,1320,6,,,
76,التجارة في الدولة العثمانية,الأيوبي (رؤوف),,27,1321,8,,,
76,صادرات وواردات تركيا,الأيوبي (رؤوف),,27,1325,8,,,
76,الصين الاقتصادية,ع-ا,,27,1326,6,,,
76,معاملات تركيا مع الدول الاجنبية,المجلة,,27,1326,7,,,
76,رسوم جديدة,المجلة,,28,1329,3,,,
76,نظام تحصيل الاموال,المجلة,,29,1374,3,4,,
76,تسهيل المواصلات,حشيشو (محمد علي),,29,1376,6,,,
76,المالية العثمانية,المجلة,,29,1394,3,,,
76,توزيع الثروات في اميركا,المجلة,,29,1394,8,,,
76,تجارة بين تركيا واوستراليا,المجلة,,29,1402,4,,,
76,الكتب التي تجدر قرائتها,بدران (عبد القادر),,29,1409,3,4,,
76,صيد اللؤلؤ في خليج العجم,المجلة,,29,1419,7,,,
76,نفق تحت بوغاز جبل طارق,المجلة,,29,1422,7,,,
76,تحويل العملة الى الصاغ,نجا(عمر),,30,1246,7,,,
76,نمو الثروة بالصنائع,المجلة,,30,1439,4,,,
76,السفر وتوضيح مسالكه ,الاديب (عبد العزيز),,30,1452,2,3,,
76,توسيع مسالك السفر,الاديب (عبد العزيز),,30,1453,3,4,,
76,الرسوم على المواشي,المجلة,,30,1455,3,4,,
76,تعديل على الاملاك,المجلة,,31,1486,3,4,,
76,سر النجاح في التجارة,سماحة (ميشال),,31,1500,6,7,,
76,اكبر الماسة في العالم,المجلة,,32,1516,7,8,,
76,تجارة بيروت,البشير,,32,1536,6,,,
76,ازمة مالية في مصر,الاهرام,,32,1541,6,7,,
76,المضاربات التجارية,المشرق,,32,1547,5,6,,
77,تجارة,,,,,,,,
77,المضاربات التجارية,المشرق,,32,1547,5,6,,
77,المضاربات التجارية,المشرق,,32,1548,6,,,
77,الاقتصاد,بوايو(بول لروا),,33,1555,3,4,,
77,الكفلاء والمكفولون,المجلة,,33,1563,2,3,,
77,رسم الاغنام,المجلة,,33,1566,4,,,
77,نظام الشركات الاجنبية,المجلة,,33,1566,4,,,
77,سر الغنى عند روكفلر,المجلة,,33,1573,3,4,,
77,البيع والشراء,م-ط,,33,1574,4,,,
77,المعاملات التجارية,طبارة (مصباح),,33,1576,2,3,,
77,المعاملات التجارية,م-ط,,33,1577,2,3,,
77,المعاملات التجارية,م-ط,,33,1579,3,,,
77,ثروة انكلترا ونموها,المجلة,,33,1571,7,8,,
77,حالة روسيا المالية,المجلة,,33,1586,2,,,
77,التجارة العثمانية,المجلة,,33,1587,2,,,
77,نفقات نيويورك على الطعام,الملكي (اسعد),,33,1590,7,,,
77,شروط النجاح في التجارة,المجلة,,33,1594,7,,,
77,نفق تحت المانش,المجلة,,33,1595,8,,,
77,منع العملة اليابانية في اميركا,المجلة,,34,1609,7,,,
77,وصايا التجارة العشرة,المجلة,,34,1611,7,,,
77,ربع مليون ليرة في يوم واحد,المجلة,,34,1613,7,8,,
77,الفحم الحجري,طبارة (مصباح),,34,1614,6,,,
77,الاقتصاد العملي,المجلة,,34,1615,6,,,
77,سندات البنك المقارن,المجلة,,34,1618,7,,,
77,الازمة المالية في مصر,شريف (صالح),,34,1620,5,3,,
77,موقف العلا في دمشق,الاهرام,,34,1632,2,8,,
77,قيمة الذهب الذي ينقص مصر,المجلة,,34,1633,7,6,,
77,الشركة الخيرية العثمانية,المجلة,,34,1637,5,,,
77,الاوتوموبيل بين اسكندرية وبغداد,المجلة,,34,1640,1,,,
77,اعفاء الدقيق من رسم الجمارك,المجلة,,34,1641,5,,,
77,قيمة النقود المتداولة في العالم,المجلة,,34,1643,7,,,
78,اقتصاد,,,,,,,,
78,قيمة النقود المتداولة في العالم,المجلة,,34,1643,7,,,
78,مضاربات البورصة,المجلة,,34,1644,3,,,
78,تجار القمح في دمشق,رشيد,,34,1646,7,8,,
78,الاعلانات في اميركا,المجلة,,34,1647,7,,,
78,الاقتصاد في الاسلام,عز الدين (امين),,34,1648,2,,,
78,المنازعة على الذهب,البشير,,35,1649,7,8,,
78,تصدير الحبوب,المجلة,,35,1652,4,,,
78,السكة الحديدية في المدينة المنورة,المجلة,,35,1658,1,2,,
78,كيف تجمع الثروة ,مارينوفسي,,35,1658,3,4,,
78,روشت صاحب العشر شركات,الاهرام,,35,1659,7,8,,
78,المؤتمر الاقتصادي في اميركا,المجلة,,35,1668,2,,,
78,الاعشار والخزينة والاهالي,المجلة,,35,1679,3,,,
78,النادي التجاري بدمشق,المجلة,,35,1683,7,,,
78,التخميس ام العشر,حشيشي (امين),,35,1684,2,,,
79,تاريخ,,,,,,,,
79,ظهور المسلمين وانشارهم في الصين,روضة الاخبار,,2,53,3,,,
79,اسماء السلاطين المخلوعين من آل عثمان,جريدة الوقت,,2,62,2,,,
79,وصية بطرس الاكبر,المجلة,,2,85,4,,,
79,القائد عثمان باشا,المجلة,,3,129,2,,,
79,ارتكاب الفظائع لدى انتهاء الحرب,التيمس,,4,201,2,,,
79,عثمان باشا الغازي,المجلة,,5,237,3,4,,
79,يعقوب خان الافغاني,المجلة,,5,257,4,,,
79,تاريخ احوال اليمن,جريدة الجوائب,,5,267,4,,,
79,حرب القادسية,المجلة,,6,288,2,3,,
79,حرب القادسية,المجلة,,6,289,4,,,
79,حرب القادسية,المجلة,,6,260,3,4,,
79,حرب القادسية,المجلة,,6,291,3,,,
79,حرب القادسية,المجلة,,6,292,4,,,
79,حرب القادسية,المجلة,,6,293,4,,,
79,حرب القادسية,المجلة,,6,294,3,4,,
79,حرب القادسية,المجلة,,6,295,3,4,,
79,حرب القادسية,المجلة,,6,296,3,4,,
79,حرب القادسية,المجلة,,6,298,3,,,
79,حرب القادسية,المجلة,,6,300,4,,,
79,حرب القادسية,المجلة,,6,301,3,,,
79,حرب القادسية,المجلة,,6,303,4,,,
79,حرب القادسية,المجلة,,6,310,4,,,
79,حرب القادسية,المجلة,,7,322,4,,,
79,حرب القادسية,المجلة,,7,324,4,,,
79,منجزات اسكندر الثاني,المجلة,,7,325,2,,,
79,حرب القادسية,المجلة,,7,331,4,,,
79,حرب القادسية,المجلة,,7,335,4,,,
79,حرب القادسية,المجلة,,7,338,4,,,
79,موقعة التل الكبير,المجلة,,8,399,2,,,
79,غاريبالدي,المجلة,,10,481,3,,,
80,تاريخ,,,,,,,,
80,سيرة الوزير بول بير,المجلة,,13,607,3,,,
80,حياة الامبراطور غليوم,المجلة,,14,674,3,4,,
80,الاساطيل الاسلامية,المجلة,,15,722,3,4,,
80,الاساطيل الاسلامية,المجلة,,15,723,3,,,
80,الاساطيل الاسلامية,المجلة,,15,724,3,,,
80,الاساطيل الاسلامية,المجلة,,15,725,3,,,
80,الاساطيل الاسلامية,المجلة,,15,726,3,,,
80,السلطان عثمان,لافرانس انترناسيونال,,16,776,3,,,
80,السلطان عثمان,لافرانس انترناسيونال,,16,777,3,4,,
80,السلطان عثمان,لافرانس انترناسيونال,,16,778,3,,,
80,السلطان عثمان,لافرانس انترناسيونال,,16,779,3,4,,
80,السلطان عثمان,لافرانس انترناسيونال,,16,780,3,,,
80,السلطان عثمان,لافرانس انترناسيونال,,16,783,3,,,
80,السلطان اورخان,لافرانس انترناسيونال,,16,784,3,,,
80,السلطان اورخان,لافرانس انترناسيونال,,16,786,3,,,
80,السلطان اورخان,لافرانس انترناسيونال,,16,787,3,,,
80,تاريخ اللاذقية,داغر (اسعد),,18,883,2,,,
80,موقعة نهاوند,المجلة,,20,959,2,,,
80,حقائق تاريخ الفتح العثماني,ن. نيقولايدس,,22,1057,3,,,
80,الحرب العثمانية اليونانية,عبد الوهاب,,24,1165,1,2,,
80,الحرب العثمانية اليونانية,عبد الوهاب,,25,1166,2,,,
80,الحرب العثمانية اليونانية,عبد الوهاب,,26,1167,2,3,,
80,الحرب العثمانية اليونانية,عبد الوهاب,,27,1168,2,3,,
80,الحرب العثمانية اليونانية,عبد الوهاب,,28,1169,1,2,,
80,الحرب العثمانية اليونانية,عبد الوهاب,,29,1170,1,2,,
80,الحرب العثمانية اليونانية,عبد الوهاب,,30,1171,2,,,
80,الحرب العثمانية اليونانية,عبد الوهاب,,31,1172,2,,,
80,الحرب العثمانية اليونانية,عبد الوهاب,,32,1173,2,,,
80,الحرب العثمانية اليونانية,عبد الوهاب,,33,1174,2,3,,
80,الحرب العثمانية اليونانية,عبد الوهاب,,34,1175,2,,,
81,تاريخ,,,,,,,,
81,الحرب العثمانية اليونانية,عبد الوهاب,,24,1176,2,3,,
81,الحرب العثمانية اليونانية,عبد الوهاب,,24,1177,2,3,,
81,الحرب العثمانية اليونانية,عبد الوهاب,,24,1178,2,,,
81,الحرب العثمانية اليونانية,عبد الوهاب,,24,1180,2,3,,
81,الحرب العثمانية اليونانية,عبد الوهاب,,25,1181,3,,,
81,الحرب العثمانية اليونانية,عبد الوهاب,,25,1182,5,,,
81,الحرب العثمانية اليونانية,عبد الوهاب,,25,1183,3,,,
81,الحرب العثمانية اليونانية,عبد الوهاب,,25,1184,2,,,
81,الحرب العثمانية اليونانية,عبد الوهاب,,25,1186,2,,,
81,الحرب العثمانية اليونانية,عبد الوهاب,,25,1187,3,,,
81,الحرب العثمانية اليونانية,عبد الوهاب,,25,1188,2,,,
81,اقسام الامم,المجلة,,25,1188,4,5,,
81,الحرب العثمانية اليونانية,عبد الوهاب,,25,1189,4,,,
81,مفاخر آل عثمان,المجلة,,25,1196,2,,,
81,مفاخر آل عثمان,المجلة,,25,1167,3,,,
81,مفاخر آل عثمان,المجلة,,25,1198,2,,,
81,تاريخ الخواتم ونقوشها,شريف (حكمة),,25,1198,6,,,
81,مفاخر آل عثمان,المجلة,,25,1199,4,,,
81,مفاخر آل عثمان,المجلة,,25,1200,3,,,
81,البوارج الاسبانية سنة 1588,النشرة الاسبوعية,,25,1200,5,,,
81,مفاخر آل عثمان,المجلة,,25,1201,4,,,
81,مفاخر آل عثمان,المجلة,,25,1202,2,,,
81,مفاخر آل عثمان,المجلة,,25,1207,3,,,
81,عدل ملوك الاسلام,المعلومات,,25,1207,3,,,
81,حرق المكتبة الاسكندرية,عبد الوهاب,,25,1208,1,,,
81,مفاخر آل عثمان,المجلة,,25,1208,2,,,
81,مفاخر آل عثمان,المجلة,,25,1209,3,,,
81,حرق المكتبة الاسكندرية,المجلة,,25,1211,6,,,
81,الشعوبية,الازهري(عبد الحق),,27,1323,3,,,
81,تاريخ الاسلام في الصين,المجلة,,27,1326,3,,,
82,تاريخ,,,,,,,,
82,الحرمان الشريفان,الفاخوري( عبد الباسط),,30,1430,2,,,
82,مؤسس حكومة الافغان,نظمي (أديب),,30,1467,6,7,,
82,تاريخ الأزمة بين روسيا واليابان,المجلة,,30,1469,2,,,
82,منشوريا وكوريا,المجلة,,30,1469,2,3,,
82,طوغو القائد الياباني,المجلة,,32,1516,3,,,
82,اسباب انتشار الاسلام في الصين,القولجوى(عبد العزيز),,32,1549,3,4,,
82,الاسر والرق في الامم,الريساوي (علي),,34,1614,3,4,,
82,التاريخ واهميته,نوري (مصطفى),,34,1617,3,4,,
82,المعمرون عبر التاريخ,المجلة,,34,1628,3,,,
82,الدار البيضاء,الديلي تلغراف,,34,1628,8,,,
82,اكتشاف اميركا,زكي(احمد),,34,1646,2,3,,
83,تراجم وسير,,,,,,,,
83,الشيخ ابراهيم الدجاني,اليافي (عبد المجيلد),,1,6,,,,
83,الشيخ ابراهيم الدجاني,اليافي (عبد المجيلد),,1,7,,,,
83,الشيخ ابراهيم الدجاني,اليافي (عبد المجيلد),,1,8,,,,
83,العلامة محمد الطرابلسي,المجلة,,5,236,1,,,
83,الشيخ محمد ابو الهدى,احد العلماء,,9,413,3,,,
83,الامير عبد القادر الجزائري,المجلة,,9,435,3,,,
83,الشاعر موسى صفوتي,المجلة,,12,565,2,,,
83,عثمان دجنه,المجلة,,15,714,3,,,
83,ابراهيم الاحدب,المجلة,,17,827,2,,,
83,الشيخ عبد الغني الرافعي,المجلة,,18,847,2,,,
83,مصطفى عاصم باشا,المجلة,,18,863,2,,,
83,علي باشا مبارك,المجلة,,20,958,3,,,
83,احمد جودت باشا,المجلة,,21,1030,3,,,
83,الشيخ الانيابي,المجلة,,22,1075,3,,,
83,عبد الازل باشا,المجلة,,24,1136,3,,,
83,القاضي الفاضل,المجلة,,25,1182,5,6,,
83,عماد الدين الاصبهاني,المجلة,,25,1183,6,7,,
83,عماد الدين الاصبهاني,المجلة,,25,1184,4,6,,
83,الصاحب بن عباد,المجلة,,25,1185,6,7,,
83,ابو الفضل ابن العميد,المجلة,,25,1186,6,7,,
83,ابراهيم الصابئ,المجلة,,25,1187,6,7,,
83,ابراهيم الصابئ,المجلة,,25,1188,5,6,,
83,ابراهيم الصابئ,المجلة,,25,1189,6,,,
83,بديع الزمان الهمذاني,المجلة,,25,1189,6,,,
83,بديع الزمان الهمذاني,المجلة,,25,1191,6,,,
83,ابو بكر الخوارزمي,المجلة,,25,1192,6,,,
83,ابو بكر الخوارزمي,المجلة,,25,1194,6,,,
83,الحريري,المجلة,,25,1197,6,,,
83,جواد باشا,المجلة,,27,1196,...,,,
83,غلام محمد خان الافغاني,مراسلات,,27,.........,...,,,
84,تراجم وسير,,,,,,,,
84,مرتضى الجزائري,المجلة,,28,1368,5,,,
84,اخلاق سيسيل رود,المجلة,,29,1374,7,,,
84,احمد الحسني الجزائري,المجلة,,29,1389,6,,,
84,جون روكفلر,الاهرام,,29,1402,7,8,,
84,صاحب صحيح البخاري,مواصلات,,30,1427,7,,,
84,تولتسوى,المجلة,,30,1443,2,,,
85,تربية وتعليم,,,,,,,,
85,فضل العلم والأدب,المجلة,,1,5,3,,,
85,العلم والجهل,المجلة,,1,9,3,4,,
85,المدارس في بيروت,المجلة,,4,140,4,,,
85,التعليم في الشام,المجلة,,5,250,1,,,
85,اهيمة العلوم في تقدم الدول,المجلة,,5,265,1,,,
85,تسهيل القراءة والكتابة,احد ادباء الشام,,6,309,3,,,
85,الوضع الثقافي في البلاد,المجلة,,7,356,4,,,
85,تعميم المعارف,المجلة,,8,373,4,,,
85,منهج كلية القديس يوسف,المجلة,,8,385,4,,,
85,العلم سلاح ضد الغلال,ا-ا,,11,522,2,,,
85,افتتاح مدرسة في اقليم الخروب,المجلة,,13,613,1,,,
85,صحة عقول الاطفال,دافر (اسعد),,14,675,2,3,,
85,تهذيب اخلاق الطفل,دافر (اسعد),,14,676,2,,,
85,القدوة والتمثيل,دافر (اسعد),,14,678,2,,,
85,دار للمعلمين في بيروت,المجلة,,16,752,1,,,
85,مدرسة روسية في فلسطين,المجلة,,16,753,3,,,
85,المدرسة الخديوية في مصر,المجلة,,16,755,2,,,
85,المؤتمر التعليمي الدولي,مصطفى (ابراهيم),,16,758,3,4,,
85,ضرورة وجود الاكاديمي,المجلة,,16,776,2,,,
85,فضيلة المعلمين,المجلة,,16,779,3,,,
85,اولاد المسلمين في المدارس الإيطالية,المجلة,,17,801,2,,,
85,مدرسة اسلامية في كراتشي,ا- هـ,,17,813,2,,,
85,تعليم التاريخ الوطني في المدارس,دافر (اسعد),,17,820,2,3,,
85,اهلية المعلمين للتاريخ والجغرافية,دافر (اسعد),,17,821,2,,,
85,لزوم تعليم المرأة,مدحت(احمد),,17,821,2,3,,
85,واجب تعليم المرأة,اتاسي (يحيى),,17,824,2,,,
85,مدرسة الإسلام,المجلة,,17,829,2,3,,
85,التعلم والتعليم,دافر اسعد,,17,829,3,,,
85,مدرسة الإسلام,المجلة,,17,830,2,3,,
86,تربية,,,,,,,,
86,نظرة في مستقبل المدارس,داغر (اسعد),,17,820,3,,,
86,نظرة في مستقبل المدارس,داغر (اسعد),,17,821,6,3,,
86,المعلمون واللغة العربية,داغر (اسعد),,17,832,3,,,
86,المعلمون والدولة والوطن,داغر (اسعد),,17,823,2,3,,
86,تعليم الرياضيات,الاباء اليسوعين,,18,851,4,,,
86,المدارس الخصوصية,راسم (احمد),,18,852,2,,,
86,المدراس,راسم (احمد),,18,854,2,,,
86,اصلاح المدارس الابتدائية,راسم (احمد),,18,855,3,4,,
86,الى طلبة العلم ,المجلة,,18,859,2,3,,
86,الى المعلمين,داغر (اسعد),,18,860,2,3,,
86,الى المعلمين,داغر (اسعد),,18,861,2,,,
86,بيوت للتربية في فرنسا,المجلة,,18,865,3,,,
86,مدرسة الصنائع في بيروت,المجلة,,18,872,2,3,,
86,تاريخ التعليم ,المجلة,,18,885,1,,,
86,منهاج التعليم في مدرسة العشيرة,المجلة,,19,893,2,3,,
86,صندوق الاقتصاد المدرسي,المجلة,,19,898,3,,,
86,رواتب الاساتذة في اوروبا,المجلة,,19,900,4,,,
86,العلم والتعليم والتربية,المجلة,,20,953,3,,,
86,المدرسة الحميدية في عكار,داغر (اسعد),,20,954,2,3,,
86,مدارس العلوم الاسلامية,داغر (اسعد),1824,20,957,1,,,
86,كلمة مع المعلمين,داغر (اسعد),,20,960,2,3,,
86,كلمة مع المعلمين,داغر (اسعد),,20,960,3,,,
86,كلمة مع المعلمين,المجلة,,20,966,3,,,
86,كلمة مع المعلمين,داغر (اسعد),,20,967,3,,,
86,دار المعلمين,المجلة,,20,968,2,,,
86,كلمة مع المعلمين,داغر (اسعد),,20,968,3,,,
86,كلمة مع المعلمين,داغر (اسعد),,20,971,2,,,
86,كلمة مع المعلمين,داغر (اسعد),,20,972,3,,,
86,تدريس اللغة التركية اجباريا,المجلة,,21,1011,2,,,
86,التدريس في الجامع الازهر,المجلة,,21,1012,2,,,
87,تربية,,,,,,,,
87,مدرسة اميركية في الاستانة,المجلة,,21,1019,2,,,
87,المدراس في لبنان,المجلة,,21,1025,2,,,
87,المدراس الابتدائية,المجلة,,21,1029,3,,,
87,التربية والتعليم والرقي,الترقي,,24,1161,3,4,,
87,مدارس دمشق,م-ج,,25,1185,5,6,,
87,تعليم دروس الاخلاق,م-م,,25,1189,7,,,
87,تعليم دروس الاخلاق,م-م,,25,1192,6,,,
87,فلسفة التربية,عبده (محمد),,25,1210,5,6,,
87,العناية بالتربية,المجلة,,26,1232,1,2,,
87,صحة التعليم,مدحت (سليم),,26,1232,2,2,,
87,ضم التعليم الصناعي للمدارس العلمية,المجلة,,26,1260,5,,,
87,التربية الحقة,ا-هـ,1900,26,1263,2,3,,
87,تربية الاطفال,زكي (حسين),,26,1265,3,4,,
87,حالة التعليم في الهند,المجلة,,26,1269,2,,,
87,طرق التعليم ,عمر (احمد),,26,1275,2,3,,
87,العلم والتعليم,المجلة,,26,1276,2,3,,
87,اهم طرق التعليم,عمر (احمد),,26,1276,3,6,,
87,العلم والتعليم,المجلة,,26,1278,5,3,,
87,دار الفنون السلطانية ,المجلة,,27,1299,2,,,
87,اهمية تربية البنات,زكي (حسين),,27,1323,2,,,
87,النقص في تربية الانسان,ع-أ,,28,1328,3,,,
87,مدرسة صناعية جديدة,المجلة,,28,1330,4,,,
87,مدرسة صناعية للعميان,المجلة,,28,1330,7,,,
87,التربية,ع-أ,,28,1334,7,,,
87,الناشئة الإسلامية,عمر (احمد),,28,1350,7,,,
87,اهمية مطالعة الكتب,كرد علي (احمد),,28,1351,6,7,,
87,لكل شيء مانع وسبب,المجلة,,28,1362,3,4,,
87,نصائح في تربية الاطفال,المقتطف,,28,1365,4,,,
87,نصيحة الشبان,حاكم البند,,29,1375,2,,,
87,تعليم الاناث,.......,,29,1380,3,,,
88,تربية,,,,,,,,
88,رأي في التربية والتعليم,المجلة,,29,1388,3,4,,
88,مصادر التعليم,نجا (مصطفى),,29,1369,3,4,,
88,الطلبة في الولايات المتحدة ,النشرة الاسبوعية ,,29,1403,3,,,
88,التعليم وتلبية حاجات المجتمع,فتح الله(عبدالباسط),,29,1406,2,3,,
88,المتشردون والمدارس الصناعية ,بصير,,29,1408,2,3,,
88,تعليم الناشئة في اوروبا ,المجلة ,,29,1411,6,,,
88,تأثير الام في التربية ,سلامة (سلوى),,29,1413,3,4,,
88,في التربية قوام الاشياء,(ح - س ),,29,1417,3,3,,
88,العواطف وتأثيرها في النفس,المؤيد,,29,1418,6,,,
88,الناشئة ومستقبلها ,بصير,,30,1423,2,3,,
88,الناشئة ومستقبلها ,بصير,,30,1424,3,,,
88,جمعية تهذيب الشبيبة السورية,(غ - س ),,30,1425,4,,,
88,حرية الاطفال,المجلة,,30,1425,4,,,
88,فضل العلم,بن عصفور(أبو القاسم),,30,1426,3,,,
88,التربية الجسدية,مجلة السيدات والبنات,,30,1428,2,3,,
88,المدارس الجامعة,المجلة,,30,1429,2,,,
88,تعليم الصغار,المجلة,,30,1430,2,3,,
88,الاطفال وتربيتهم الجسدية ,مجلة السيدات والبنات,,301430,3,4,,,
88,بيان حكومي للتعليم,المجلة,,30,1434,2,,,
88,الاولاد وتربيتهم الادبية ,مجلة السيدات والبنات,,30,1436,3,4,,
88,التعليم في انكلترا,(ا - هـ ),,30,1437,2,,,
88,التعليم في انكلترا,(ا - هـ ),,30,1439,1,2,,
88,العلوم العقلية في الازهر,,,30,1440,2,3,,
88,طاعة الاولاد,مجلة السيدات والبنات,,30,1442,2,,,
88,الاولاد وتربيتهم الادبية ,مجلة السيدات والبنات,,30,1444,2,3,,
88,كلية طب في  دمشق,العسلي (شكرى),,30,1444,3,,,
88,العلم والتعليم,عبده(محمد),,30,1451,1,2,,
88,العلم والتعليم,عبده(محمد),,30,1452,1,2,,
88,العلم والتعليم,عبده(محمد),,30,1453,2,3,,
88,متى يفيدنا تعليم المرأة,(أمين),,30,14,,,,
89,تربية ,,,,,,,,
89,لمحة في التربية  ,(ع -ا ),,32,1530,3,4,,
89,خطة جديدة في تعليم الفتيات ,الاهرام,,32,1516,6,,,
89,اصلاح التعليم في الازهر,المجلة,,32,1530,3,4,,
89,مستقبل الشبان,المجلة,,32,1532,6,7,,
89,كيف نعلم المرأة ,العسلي (شكرى),,32,1546,6,,,
89,مدرسة غول سميث,العسلي (شكرى),,32,1546,6,,,
89,المؤتمر التعليمي في الهند,المجلة,,33,1551,4,,,
89,تعديل اصول التعليم ,المجلة,,33,1572,4,,,
89,وصية أفلاطون في التربية ,المجلة,,33,1576,1,,,
89,وصية أفلاطون في التربية ,المجلة,,33,1577,1,2,,
89,المدرسة العلمية الادبية ,المجلة,,33,1584,3,,,
89,التربية في نظر ملك انكلترا ,المجلة,,33,1589,3,,,
89,تربية الاطفال الدينية ,المغربي,,33,1592,2,3,,
